onet_soc_code,title,description,stem_occupation_types,bright_outlook,job_zone,updated_year,reported_job_titles,n_tasks,n_subtasks,detail_fetched,source_url,fetched_at
29-2057.00,Ophthalmic Medical Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",Technologists and Technicians,1,3,2026,Certified Ophthalmic Medical Technician (Certified Ophthalmic Medical Tech); Certified Ophthalmic Surgical Assistant; Certified Ophthalmic Technician (COT); Certified Ophthalmic Technician-Surgical Assistant (COT-SA); Health Technician (Health Tech); Ophthalmic Assistant; Ophthalmic Diagnostic Sonographer; Ophthalmic Medical Assistant; Ophthalmic Medical Technician (Ophthalmic Medical Tech); Ophthalmic Tech (Ophthalmic Technician),21,14,1,https://www.onetonline.org/link/details/29-2057.00,2026-09-16T20:58:16Z
29-2061.00,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",Technologists and Technicians,0,3,2026,Charge Nurse; Clinic Licensed Practical Nurse (Clinic LPN); Clinic Nurse; Home Health Licensed Practical Nurse (Home Health LPN); Licensed Vocational Nurse (LVN); Office Nurse; Pediatric LPN (Pediatric Licensed Practical Nurse); Private Duty Nurse; Radiation Oncology Nurse; Triage LPN (Triage Licensed Practical Nurse),22,28,1,https://www.onetonline.org/link/details/29-2061.00,2026-09-16T20:58:17Z
29-2072.00,Medical Records Specialists,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the healthcare system. Classify medical and healthcare concepts, including diagnosis, procedures, medical services, and equipment, into the healthcare industry's numerical coding system. Includes medical coders.",Technologists and Technicians,1,3,2026,Coder; Health Information Clerk; Health Information Specialist; Health Information Technician (Health Information Tech); Health Records Specialist; HIM Clerk (Health Information Management Clerk); Medical Coder; Medical Records Clerk; Medical Records Technician (Medical Records Tech); RHIT (Registered Health Information Technician),16,15,1,https://www.onetonline.org/link/details/29-2072.00,2026-09-16T20:58:18Z
29-2081.00,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",Technologists and Technicians,0,3,2026,Certified Optician; Contact Lens Technician; Dispensing Optician; Licensed Dispensing Optician (LDO); Licensed Optician; Ophthalmic Dispenser; Optical Technician; Optician; Optometric Technician; Registered Optician,21,18,1,https://www.onetonline.org/link/details/29-2081.00,2026-09-16T20:58:18Z
29-2091.00,Orthotists and Prosthetists,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",Technologists and Technicians,1,5,2026,Certified Orthotist (CO); Certified Pedorthist; Certified Prosthetist (CP); Certified Prosthetist Orthotist (CPO); Licensed Orthotist; LPO (Licensed Prosthetist Orthotist); Orthotic Practitioner; Orthotist; Prosthetic Practitioner; Prosthetist,15,14,1,https://www.onetonline.org/link/details/29-2091.00,2026-09-16T20:58:19Z
29-2092.00,Hearing Aid Specialists,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",Technologists and Technicians,1,3,2026,Audioprosthologist; Hearing Aid Consultant; Hearing Aid Specialist; Hearing Care Practitioner; Hearing Care Specialist; Hearing Instrument Dispenser; Hearing Instrument Specialist (HIS); Hearing Specialist; Licensed Hearing Instrument Specialist (Licensed HIS); National Board Certified Hearing Instrument Specialist (National Board Certified HIS),11,12,1,https://www.onetonline.org/link/details/29-2092.00,2026-09-16T20:58:20Z
29-2099.00,"Health Technologists and Technicians, All Other",All health technologists and technicians not listed separately.,Technologists and Technicians,1,,,,0,0,1,https://www.onetonline.org/link/details/29-2099.00,2026-09-16T20:58:20Z
29-2099.01,Neurodiagnostic Technologists,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.",Technologists and Technicians,1,3,2026,Certified Intraoperative Neurophysiology Technologist (Certified Intraoperative Neurophysiology Tech); Certified Neurodiagnostic Technologist; Electroneurodiagnostic Technologist (END Technologist); Intraoperative Neuromonitoring Technologist (IONM Tech); Neurodiagnostic Technologist (Neurodiagnostic Tech); Neurophysiology Technical Specialist; Registered Electroencephalogram Technologist (Registered EEG Tech); Registered Electroencephalography Technologist (R. EEG. T); Registered Electroneurodiagnostic Technologist (Registered END Tech); Registered Polysomnographic Technologist (RPSGT),16,18,1,https://www.onetonline.org/link/details/29-2099.01,2026-09-16T20:58:21Z
29-2099.05,Ophthalmic Medical Technologists,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",Technologists and Technicians,1,3,2026,Certified Diagnostic Ophthalmic Sonographer (CDOS); Certified Ophthalmic Medical Technologist (COMT); Ophthalmic Echographer; Ophthalmic Medical Technologist (Ophthalmic Medical Tech); Ophthalmic Photographer; Ophthalmic Sonographer; Ophthalmic Technologist (Ophthalmic Tech); Ophthalmic Ultrasonographer; Registered Ophthalmic Ultrasound Biometrist (ROUB); Surgical Coordinator,31,21,1,https://www.onetonline.org/link/details/29-2099.05,2026-09-16T20:58:22Z
29-2099.08,Patient Representatives,"Assist patients in obtaining services, understanding policies and making health care decisions.",Technologists and Technicians,1,3,2026,Access Representative (Access Rep); Admissions Coordinator; BCPA (Board Certified Patient Advocate); Case Manager; Patient Access Specialist; Patient Advocate; Patient Navigator; Patient Resource Worker; Patient Service Representative (Patient Service Rep); Service Coordinator,14,13,1,https://www.onetonline.org/link/details/29-2099.08,2026-09-16T20:58:23Z
29-9021.00,Health Information Technologists and Medical Registrars,"Apply knowledge of healthcare and information systems to assist in the design, development, and continued modification and analysis of computerized healthcare systems. Abstract, collect, and analyze treatment and followup information of patients. May educate staff and assist in problem solving to promote the implementation of the healthcare information system. May design, develop, test, and implement databases with complete history, diagnosis, treatment, and health status to help monitor diseases.","Research, Development, Design, and Practitioners; Technologists and Technicians",1,3,2026,Medical Records Analyst; Medical Records Director,16,22,1,https://www.onetonline.org/link/details/29-9021.00,2026-09-16T20:58:23Z
29-9091.00,Athletic Trainers,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care.","Research, Development, Design, and Practitioners",1,5,2026,Athletic Instructor; Athletic Lecturer; Athletic Trainer; Certified Athletic Trainer; Personal Trainer; Resident Athletic Trainer; Women's Athletic Trainer,24,26,1,https://www.onetonline.org/link/details/29-9091.00,2026-09-16T20:58:24Z
29-9092.00,Genetic Counselors,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.","Research, Development, Design, and Practitioners",1,5,2026,Cardiovascular Genetics Counselor; Certified Genetic Counselor (CGC); Clinical Genetic Counselor; Genetic Services Coordinator; Hereditary Cancer Program Coordinator; Lab Genetic Counselor (Laboratory Genetic Counselor); Medical Science Liaison; Pediatric Genetics Clinical Coordinator; Prenatal Genetic Counselor; Reproductive Genetic Counseling Coordinator,19,24,1,https://www.onetonline.org/link/details/29-9092.00,2026-09-16T20:58:25Z
29-9093.00,Surgical Assistants,"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site.","Research, Development, Design, and Practitioners",1,3,2026,Certified Surgical Technician (Certified Surgical Tech); CRNFA (Certified Registered Nurse First Assistant); CSA (Certified Surgical Assistant); CSFA (Certified Surgical First Assistant); GI Technician (Gastrointestinal Technician); RNFA (Registered Nurse First Assistant); Scrub Technician (Scrub Tech); Surgical First Assistant; Surgical Scrub Technician (Surgical Scrub Tech); Surgical Technician (Surgical Tech),28,27,1,https://www.onetonline.org/link/details/29-9093.00,2026-09-16T20:58:25Z
29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",All healthcare practitioners and technical workers not listed separately.,"Research, Development, Design, and Practitioners; Technologists and Technicians",0,,,,0,0,1,https://www.onetonline.org/link/details/29-9099.00,2026-09-16T20:58:26Z
29-9099.01,Midwives,Provide prenatal care and childbirth assistance.,"Research, Development, Design, and Practitioners; Technologists and Technicians",0,5,2026,Birth Center Midwife; Certified Direct-Entry Midwife; Certified Professional Midwife (CPM); Homebirth Midwife; Lay Midwife; Licensed and Certified Midwife; Licensed Certified Professional Midwife; Licensed Direct Entry Midwife; Licensed Midwife (LM),37,31,1,https://www.onetonline.org/link/details/29-9099.01,2026-09-16T20:58:27Z
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sell goods for wholesalers or manufacturers where technical or scientific knowledge is required in such areas as biology, engineering, chemistry, and electronics, normally obtained from at least 2 years of postsecondary education.",Sales,0,4,2026,Inside Sales Representative; Marketing Representative; Sales Representative,33,30,1,https://www.onetonline.org/link/details/41-4011.00,2026-09-16T20:58:27Z
41-4011.07,Solar Sales Representatives and Assessors,"Contact new or existing customers to determine their solar equipment needs, suggest systems or equipment, or estimate costs.",Sales,0,3,2025,Energy Consultant; Sales Associate; Sales Consultant; Sales Representative (Sales Rep); Salesman; Solar Consultant; Solar Energy Consultant; Solar Sales Consultant; Solar Sales Representative (Solar Sales Rep); Solar Sales Specialist,14,14,1,https://www.onetonline.org/link/details/41-4011.07,2026-09-16T20:58:28Z
